repo_name,microservice_version,has_paths,error_name,error_code,error_message
individuals-charges-api,v1,True,RuleDuplicateSubmissionError,RULE_DUPLICATE_SUBMISSION,A brought forward loss already exists for this income source
individuals-charges-api,v1,True,RuleDuplicateClaimSubmissionError,RULE_DUPLICATE_SUBMISSION,This claim matches a previous submission
individuals-charges-api,v1,True,RuleDeleteAfterCrystallisationError,RULE_DELETE_AFTER_CRYSTALLISATION,This loss cannot be deleted after crystallisation
individuals-charges-api,v1,True,RuleTypeOfClaimInvalid,RULE_TYPE_OF_CLAIM_INVALID,The claim type selected is not available for this type of loss
individuals-charges-api,v1,True,RuleClaimTypeNotChanged,RULE_ALREADY_EXISTS,The type of claim has already been requested in this tax year for this income source
individuals-charges-api,v1,True,RulePeriodNotEnded,RULE_PERIOD_NOT_ENDED,The relevant accounting period has not yet ended
individuals-charges-api,v1,True,RuleLossAmountNotChanged,RULE_NO_CHANGE,The brought forward loss amount has not changed
individuals-charges-api,v1,True,RuleNoAccountingPeriod,RULE_NO_ACCOUNTING_PERIOD,For the year of the claim there is no accounting period
individuals-charges-api,v1,True,RuleInvalidSequenceStart,RULE_INVALID_SEQUENCE_START,The sequence does not begin with 1
individuals-charges-api,v1,True,RuleSequenceOrderBroken,RULE_SEQUENCE_ORDER_BROKEN,The sequence is not continuous
individuals-charges-api,v1,True,RuleLossClaimsMissing,RULE_LOSS_CLAIMS_MISSING,One or more loss claims missing from this request
individuals-charges-api,v1,True,RuleCountryCodeError,RULE_COUNTRY_CODE,The country code is not a valid ISO 3166-1 alpha-3 country code
individuals-charges-api,v1,True,RuleIsAnnualAllowanceReducedError,RULE_IS_ANNUAL_ALLOWANCE_REDUCED,Tapered annual allowance or money purchased allowance has not been provided
individuals-charges-api,v1,True,RuleBenefitExcessesError,RULE_BENEFIT,You can only provide Lump sum benefit taken in excess of lifetime allowance or Benefit in excess of lifetime allowance not both
individuals-charges-api,v1,True,RulePensionReferenceError,RULE_PENSION_REFERENCE,You can only provide qualifying recognised Overseas Pension Scheme reference or pension scheme tax reference not both
individuals-charges-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-charges-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-charges-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-charges-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-charges-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-charges-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-charges-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-charges-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-charges-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-charges-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-charges-api,v1r6,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-charges-api,v1r6,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-charges-api,v1r6,True,AmountFormatError,FORMAT_LOSS_AMOUNT,The format of the loss amount is invalid
individuals-charges-api,v1r6,True,LossIdFormatError,FORMAT_LOSS_ID,The provided loss ID is invalid
individuals-charges-api,v1r6,True,ClaimIdFormatError,FORMAT_CLAIM_ID,The provided claim ID is invalid
individuals-charges-api,v1r6,True,SelfEmploymentIdFormatError,FORMAT_SELF_EMPLOYMENT_ID,The supplied self-employment ID format is invalid
individuals-charges-api,v1r6,True,TypeOfLossFormatError,FORMAT_TYPE_OF_LOSS,The supplied type of loss format is invalid
individuals-charges-api,v1r6,True,TypeOfClaimFormatError,FORMAT_TYPE_OF_CLAIM,The supplied type of claim format is invalid or the type of claim is not recognised
individuals-charges-api,v1r6,True,ClaimTypeFormatError,FORMAT_CLAIM_TYPE,The provided claim type is invalid
individuals-charges-api,v1r6,True,SequenceFormatError,FORMAT_SEQUENCE,The provided sequence number is invalid
individuals-charges-api,v1r6,True,CountryCodeFormatError,FORMAT_COUNTRY_CODE,The format of the country code is invalid
individuals-charges-api,v1r6,True,ProviderNameFormatError,FORMAT_PROVIDER_NAME,The provided name is invalid
individuals-charges-api,v1r6,True,ProviderAddressFormatError,FORMAT_PROVIDERS_ADDRESS,The provided address is invalid
individuals-charges-api,v1r6,True,QOPSRefFormatError,FORMAT_QOPS_REF,The provided QOPS reference number is invalid
individuals-charges-api,v1r6,True,PensionSchemeTaxRefFormatError,FORMAT_PENSION_SCHEME_TAX_REFERENCE,The provided pension scheme tax reference is invalid
individuals-charges-api,v1r6,True,ValueFormatError,FORMAT_VALUE,The field should be between 0 and 99999999999.99
individuals-charges-api,v1r6,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"Tax year not supported, because it precedes the earliest allowable tax year"
individuals-charges-api,v1r6,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individuals-charges-api,v1r6,True,RuleTaxYearRangeInvalid,RULE_TAX_YEAR_RANGE_INVALID,Tax year range invalid. A tax year range of one year is required
individuals-charges-api,v1r6,True,RuleTaxYearNotEndedError,RULE_TAX_YEAR_NOT_ENDED,The tax year for this brought forward loss has not yet ended
individuals-charges-api,v1r6,True,RuleSelfEmploymentId,RULE_SELF_EMPLOYMENT_ID,A self-employment ID can only be supplied for a self-employment business type
individuals-charges-api,v1r6,True,RuleInvalidLossAmount,RULE_LOSS_AMOUNT,Amount should be a positive number less than 99999999999.99 with up to 2 decimal places
individuals-charges-api,v1r6,True,RuleDuplicateSubmissionError,RULE_DUPLICATE_SUBMISSION,A brought forward loss already exists for this income source
individuals-charges-api,v1r6,True,RuleDuplicateClaimSubmissionError,RULE_DUPLICATE_SUBMISSION,This claim matches a previous submission
individuals-charges-api,v1r6,True,RuleDeleteAfterCrystallisationError,RULE_DELETE_AFTER_CRYSTALLISATION,This loss cannot be deleted after crystallisation
individuals-charges-api,v1r6,True,RuleTypeOfClaimInvalid,RULE_TYPE_OF_CLAIM_INVALID,The claim type selected is not available for this type of loss
individuals-charges-api,v1r6,True,RuleClaimTypeNotChanged,RULE_ALREADY_EXISTS,The type of claim has already been requested in this tax year for this income source
individuals-charges-api,v1r6,True,RulePeriodNotEnded,RULE_PERIOD_NOT_ENDED,The relevant accounting period has not yet ended
individuals-charges-api,v1r6,True,RuleLossAmountNotChanged,RULE_NO_CHANGE,The brought forward loss amount has not changed
individuals-charges-api,v1r6,True,RuleNoAccountingPeriod,RULE_NO_ACCOUNTING_PERIOD,For the year of the claim there is no accounting period
individuals-charges-api,v1r6,True,RuleInvalidSequenceStart,RULE_INVALID_SEQUENCE_START,The sequence does not begin with 1
individuals-charges-api,v1r6,True,RuleSequenceOrderBroken,RULE_SEQUENCE_ORDER_BROKEN,The sequence is not continuous
individuals-charges-api,v1r6,True,RuleLossClaimsMissing,RULE_LOSS_CLAIMS_MISSING,One or more loss claims missing from this request
individuals-charges-api,v1r6,True,RuleCountryCodeError,RULE_COUNTRY_CODE,The country code is not a valid ISO 3166-1 alpha-3 country code
individuals-charges-api,v1r6,True,RuleIsAnnualAllowanceReducedError,RULE_IS_ANNUAL_ALLOWANCE_REDUCED,Tapered annual allowance or money purchased allowance has not been provided
individuals-charges-api,v1r6,True,RuleBenefitExcessesError,RULE_BENEFIT,You can only provide Lump sum benefit taken in excess of lifetime allowance or Benefit in excess of lifetime allowance not both
individuals-charges-api,v1r6,True,RulePensionReferenceError,RULE_PENSION_REFERENCE,You can only provide qualifying recognised Overseas Pension Scheme reference or pension scheme tax reference not both
individuals-charges-api,v1r6,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-charges-api,v1r6,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-charges-api,v1r6,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-charges-api,v1r6,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-charges-api,v1r6,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-charges-api,v1r6,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-charges-api,v1r6,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-charges-api,v1r6,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-charges-api,v1r6,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-charges-api,v1r6,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-disclosures-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-disclosures-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-disclosures-api,v1,True,SRNFormatError,FORMAT_SRN_INVALID,The provided scheme reference number is invalid
individuals-disclosures-api,v1,True,PartnerFirstNameFormatError,FORMAT_SPOUSE_OR_CIVIL_PARTNERS_FIRST_NAME,The provided spouse or civil partner's first name is invalid
individuals-disclosures-api,v1,True,PartnerSurnameFormatError,FORMAT_SPOUSE_OR_CIVIL_PARTNERS_SURNAME,The provided spouse or civil partner's surname is invalid
individuals-disclosures-api,v1,True,PartnerNinoFormatError,FORMAT_SPOUSE_OR_CIVIL_PARTNERS_NINO,The provided spouse or civil partner's National Insurance Number is invalid
individuals-disclosures-api,v1,True,PartnerDoBFormatError,FORMAT_SPOUSE_OR_CIVIL_PARTNERS_DATE_OF_BIRTH,The provided spouse or civil partner's date of birth date is invalid
individuals-disclosures-api,v1,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"The specified tax year is not supported. That is, the tax year specified is before the minimum tax year value"
individuals-disclosures-api,v1,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individuals-disclosures-api,v1,True,RuleTaxYearRangeInvalidError,RULE_TAX_YEAR_RANGE_INVALID,Tax year range invalid. A tax year range of one year is required
individuals-disclosures-api,v1,True,RuleDeceasedRecipientError,RULE_DECEASED_RECIPIENT,The provided spouse or civil partner is deceased
individuals-disclosures-api,v1,True,RuleActiveMarriageAllowanceClaimError,RULE_ACTIVE_MARRIAGE_ALLOWANCE_CLAIM,Marriage Allowance has already been transferred to a spouse or civil partner
individuals-disclosures-api,v1,True,RuleInvalidRequestError,RULE_INVALID_REQUEST,The NINO supplied is invalid
individuals-disclosures-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-disclosures-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-disclosures-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-disclosures-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-disclosures-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-disclosures-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-disclosures-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-disclosures-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-disclosures-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-disclosures-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-expenses-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-expenses-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-expenses-api,v1,True,ValueFormatError,FORMAT_VALUE,The field should be between 0 and 99999999999.99
individuals-expenses-api,v1,True,CustomerReferenceFormatError,FORMAT_CUSTOMER_REFERENCE,The provided customer reference is not valid
individuals-expenses-api,v1,True,SourceFormatError,FORMAT_SOURCE,The provided source is invalid
individuals-expenses-api,v1,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individuals-expenses-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-expenses-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-expenses-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-expenses-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-expenses-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-expenses-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-expenses-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-expenses-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-expenses-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-expenses-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-income-received-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-income-received-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-income-received-api,v1,True,EmploymentIdFormatError,FORMAT_EMPLOYMENT_ID,The provided employment ID is invalid
individuals-income-received-api,v1,True,CountryCodeFormatError,FORMAT_COUNTRY_CODE,The format of the country code is invalid
individuals-income-received-api,v1,True,CountryCodeRuleError,RULE_COUNTRY_CODE,The country code is not a valid ISO 3166-1 alpha-3 country code
individuals-income-received-api,v1,True,ValueFormatError,FORMAT_VALUE,The value must be between 0.00 and 99999999999.99
individuals-income-received-api,v1,True,CustomerRefFormatError,FORMAT_CUSTOMER_REF,The provided customer reference is invalid
individuals-income-received-api,v1,True,EventFormatError,FORMAT_EVENT,The provided policy event is invalid
individuals-income-received-api,v1,True,QOPSRefFormatError,FORMAT_QOPS_REF,The provided QOPS reference number is invalid
individuals-income-received-api,v1,True,DoubleTaxationArticleFormatError,FORMAT_DOUBLE_TAXATION_ARTICLE,The provided double taxation article is invalid
individuals-income-received-api,v1,True,DoubleTaxationTreatyFormatError,FORMAT_DOUBLE_TAXATION_TREATY,The provided double taxation treaty is invalid
individuals-income-received-api,v1,True,EmployerNameFormatError,FORMAT_EMPLOYER_NAME,The provided employer name is invalid
individuals-income-received-api,v1,True,EmployerRefFormatError,FORMAT_EMPLOYER_REF,The provided employer ref is invalid
individuals-income-received-api,v1,True,DateFormatError,FORMAT_DATE,The field should be in the format YYYY-MM-DD
individuals-income-received-api,v1,True,ClassOfSharesAwardedFormatError,FORMAT_CLASS_OF_SHARES_AWARDED,The provided class of shares awarded is invalid
individuals-income-received-api,v1,True,ClassOfSharesAcquiredFormatError,FORMAT_CLASS_OF_SHARES_ACQUIRED,The provided class of shares acquired is invalid
individuals-income-received-api,v1,True,SchemePlanTypeFormatError,FORMAT_SCHEME_PLAN_TYPE,The provided scheme plan type is invalid
individuals-income-received-api,v1,True,PayrollIdFormatError,FORMAT_PAYROLL_ID,The provided payroll ID is invalid
individuals-income-received-api,v1,True,StartDateFormatError,FORMAT_START_DATE,The provided start date is invalid
individuals-income-received-api,v1,True,CessationDateFormatError,FORMAT_CESSATION_DATE,The provided cessation date is invalid
individuals-income-received-api,v1,True,SourceFormatError,FORMAT_SOURCE,The provided source is invalid
individuals-income-received-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-income-received-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-income-received-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-income-received-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-income-received-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-income-received-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-income-received-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-income-received-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-income-received-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-income-received-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-income-received-api,v1r6,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-income-received-api,v1r6,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-income-received-api,v1r6,True,EmploymentIdFormatError,FORMAT_EMPLOYMENT_ID,The provided employment ID is invalid
individuals-income-received-api,v1r6,True,PpdSubmissionIdFormatError,FORMAT_PPD_SUBMISSION_ID,The provided ppdSubmissionId is invalid
individuals-income-received-api,v1r6,True,CountryCodeFormatError,FORMAT_COUNTRY_CODE,The format of the country code is invalid
individuals-income-received-api,v1r6,True,CountryCodeRuleError,RULE_COUNTRY_CODE,The country code is not a valid ISO 3166-1 alpha-3 country code
individuals-income-received-api,v1r6,True,ValueFormatError,FORMAT_VALUE,The value must be between 0.00 and 99999999999.99
individuals-income-received-api,v1r6,True,CustomerRefFormatError,FORMAT_CUSTOMER_REF,The provided customer reference is invalid
individuals-income-received-api,v1r6,True,EventFormatError,FORMAT_EVENT,The provided policy event is invalid
individuals-income-received-api,v1r6,True,QOPSRefFormatError,FORMAT_QOPS_REF,The provided QOPS reference number is invalid
individuals-income-received-api,v1r6,True,DoubleTaxationArticleFormatError,FORMAT_DOUBLE_TAXATION_ARTICLE,The provided double taxation article is invalid
individuals-income-received-api,v1r6,True,DoubleTaxationTreatyFormatError,FORMAT_DOUBLE_TAXATION_TREATY,The provided double taxation treaty is invalid
individuals-income-received-api,v1r6,True,EmployerNameFormatError,FORMAT_EMPLOYER_NAME,The provided employer name is invalid
individuals-income-received-api,v1r6,True,EmployerRefFormatError,FORMAT_EMPLOYER_REF,The provided employer ref is invalid
individuals-income-received-api,v1r6,True,DateFormatError,FORMAT_DATE,The field should be in the format YYYY-MM-DD
individuals-income-received-api,v1r6,True,ClassOfSharesAwardedFormatError,FORMAT_CLASS_OF_SHARES_AWARDED,The provided class of shares awarded is invalid
individuals-income-received-api,v1r6,True,ClassOfSharesAcquiredFormatError,FORMAT_CLASS_OF_SHARES_ACQUIRED,The provided class of shares acquired is invalid
individuals-income-received-api,v1r6,True,SchemePlanTypeFormatError,FORMAT_SCHEME_PLAN_TYPE,The provided scheme plan type is invalid
individuals-income-received-api,v1r6,True,PayrollIdFormatError,FORMAT_PAYROLL_ID,The provided payroll ID is invalid
individuals-income-received-api,v1r6,True,StartDateFormatError,FORMAT_START_DATE,The provided start date is invalid
individuals-income-received-api,v1r6,True,CessationDateFormatError,FORMAT_CESSATION_DATE,The provided cessation date is invalid
individuals-income-received-api,v1r6,True,SourceFormatError,FORMAT_SOURCE,The provided source is invalid
individuals-income-received-api,v1r6,True,AssetDescriptionFormatError,FORMAT_ASSET_DESCRIPTION,The provided asset description is invalid
individuals-income-received-api,v1r6,True,AssetTypeFormatError,FORMAT_ASSET_TYPE,The format of the assetType value is invalid
individuals-income-received-api,v1r6,True,ClaimOrElectionCodesFormatError,FORMAT_CLAIM_OR_ELECTION_CODES,The format of the claimOrElectionCodes value is invalid
individuals-income-received-api,v1r6,True,RuleCompletionDateBeforeDisposalDateError,RULE_COMPLETION_DATE_BEFORE_DISPOSAL_DATE,The completionDate must not be earlier than the disposalDate
individuals-income-received-api,v1r6,True,RuleAcquisitionDateAfterDisposalDateError,RULE_ACQUISITION_DATE_AFTER_DISPOSAL_DATE,The acquisitionDate must not be later than disposalDate
individuals-income-received-api,v1r6,True,RuleCompletionDateError,RULE_COMPLETION_DATE,"The completionDate must be within the specific tax year and not in the future. If the specified tax year has not ended, the completionDate must be between 7th March and 5th April"
individuals-income-received-api,v1r6,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-income-received-api,v1r6,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-income-received-api,v1r6,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-income-received-api,v1r6,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-income-received-api,v1r6,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-income-received-api,v1r6,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-income-received-api,v1r6,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-income-received-api,v1r6,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-income-received-api,v1r6,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-income-received-api,v1r6,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-reliefs-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-reliefs-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-reliefs-api,v1,True,ValueFormatError,FORMAT_VALUE,The field should be between 0 and 99999999999.99
individuals-reliefs-api,v1,True,DateFormatError,FORMAT_DATE,The field should be in the format YYYY-MM-DD
individuals-reliefs-api,v1,True,DateOfInvestmentFormatError,FORMAT_DATE_OF_INVESTMENT,The format of the investment date is invalid
individuals-reliefs-api,v1,True,NameFormatError,FORMAT_NAME,The format of the name is invalid
individuals-reliefs-api,v1,True,UniqueInvestmentRefFormatError,FORMAT_UNIQUE_INVESTMENT_REFERENCE,The format of unique investment reference is invalid
individuals-reliefs-api,v1,True,CustomerReferenceFormatError,FORMAT_CUSTOMER_REF,The provided customer reference is not valid
individuals-reliefs-api,v1,True,ExSpouseNameFormatError,FORMAT_NAME_EX_SPOUSE,The provided ex spouse name is not valid
individuals-reliefs-api,v1,True,BusinessNameFormatError,FORMAT_NAME_BUSINESS,The provided business name is not valid
individuals-reliefs-api,v1,True,NatureOfTradeFormatError,FORMAT_NATURE_OF_TRADE,The provided nature of trade is not valid
individuals-reliefs-api,v1,True,IncomeSourceFormatError,FORMAT_INCOME_SOURCE,The provided income source is not valid
individuals-reliefs-api,v1,True,LenderNameFormatError,FORMAT_LENDER_NAME,The provided lender name is not valid
individuals-reliefs-api,v1,True,CountryCodeFormatError,FORMAT_COUNTRY_CODE,The format of the country code is invalid
individuals-reliefs-api,v1,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"The specified tax year is not supported. That is, the tax year specified is before the minimum tax year value"
individuals-reliefs-api,v1,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individuals-reliefs-api,v1,True,RuleCountryCodeError,RULE_COUNTRY_CODE,The country code is not a valid ISO 3166-1 alpha-3 country code
individuals-reliefs-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-reliefs-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-reliefs-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-reliefs-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-reliefs-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-reliefs-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-reliefs-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-reliefs-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-reliefs-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-reliefs-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-state-benefits-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-state-benefits-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-state-benefits-api,v1,True,StartDateFormatError,FORMAT_START_DATE,The provided start date is invalid
individuals-state-benefits-api,v1,True,EndDateFormatError,FORMAT_END_DATE,The provided end date is invalid
individuals-state-benefits-api,v1,True,BenefitIdFormatError,FORMAT_BENEFIT_ID,The provided benefit ID is invalid
individuals-state-benefits-api,v1,True,BenefitTypeFormatError,FORMAT_BENEFIT_TYPE,The provided benefit type is invalid
individuals-state-benefits-api,v1,True,ValueFormatError,FORMAT_VALUE,
individuals-state-benefits-api,v1,True,RuleTaxYearNotEndedError,RULE_TAX_YEAR_NOT_ENDED,Tax year not ended
individuals-state-benefits-api,v1,True,RuleEndDateBeforeStartDateError,RULE_END_DATE_BEFORE_START_DATE,The end date cannot be earlier than the start date
individuals-state-benefits-api,v1,True,RuleStartDateAfterTaxYearEndError,RULE_START_DATE_AFTER_TAX_YEAR_END,The start date cannot be later than the tax year end
individuals-state-benefits-api,v1,True,RuleEndDateBeforeTaxYearStartError,RULE_END_DATE_BEFORE_TAX_YEAR_START,The end date cannot be before the tax year starts
individuals-state-benefits-api,v1,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individuals-state-benefits-api,v1,True,RuleDeleteForbiddenError,RULE_DELETE_FORBIDDEN,A deletion of a HMRC held state benefit is not permitted
individuals-state-benefits-api,v1,True,RuleUpdateForbiddenError,RULE_UPDATE_FORBIDDEN,An update for a HMRC held benefit is not permitted
individuals-state-benefits-api,v1,True,RuleIgnoreForbiddenError,RULE_IGNORE_FORBIDDEN,A customer added state benefit cannot be ignored
individuals-state-benefits-api,v1,True,RuleUnignoreForbiddenError,RULE_UNIGNORE_FORBIDDEN,A customer added state benefit cannot be unignored
individuals-state-benefits-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-state-benefits-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-state-benefits-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-state-benefits-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-state-benefits-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-state-benefits-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-state-benefits-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-state-benefits-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-state-benefits-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-state-benefits-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-state-benefits-api,v1r6,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-state-benefits-api,v1r6,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-state-benefits-api,v1r6,True,StartDateFormatError,FORMAT_START_DATE,The provided start date is invalid
individuals-state-benefits-api,v1r6,True,EndDateFormatError,FORMAT_END_DATE,The provided end date is invalid
